name,rating,address,region,closeregion,price,url,services,weddingpack,transfer,location
Studio Photo Times,5.0,,?,no,350€,https://www.matrimonio.com/fotografo-matrimonio/studio-photo-times--e13400,"risoluzione, blu-ray o DVD con tutti gli scatti",,yes,?
Alessandro Roncaglione Fotografo,5.0,,?,no,1500€-2400€,https://www.matrimonio.com/fotografo-matrimonio/alessandro-roncaglione-fotografo--e13490,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","Servizio fotografico per 12h, uno o due fotografi, selezione di 500 scatti lavorati ad alta risoluzione,galleria personale online con le fotografie.   Extra: photobook, servizio video",yes,?
Giovanni Bisanti Fotografo,4.9,,?,no,750€,https://www.matrimonio.com/fotografo-matrimonio/giovanni-bisanti-fotografo--e29020,"risoluzione, blu-ray o DVD con tutti gli scatti","Non ho un pacchetto predefinito , ad ogni servizio matrimoniale vengono consegnati i file ad altarisoluzione di tutte le foto scattate",yes,?
Photo27,4.8,,?,no,2500€,https://www.matrimonio.com/fotografo-matrimonio/photo27--e32780,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione",,yes,?
PhotoStudio8,?,,?,no,500€,https://www.matrimonio.com/fotografo-matrimonio/photostudio8--e43260,"Foto, video",,yes,?
Foto&Foto,?,,?,no,750€-1500€,https://www.matrimonio.com/fotografo-matrimonio/foto&foto--e50160,"Foto, video, album, mini album, album digitali","Servizio fotografico - album libro digitale o tradizionale   Dalla preparazione degli sposi fino a finericevimento, senza limiti di numero di scatti",yes,?
Fotografando,5.0,,?,no,600€-3000€,https://www.matrimonio.com/fotografo-matrimonio/fotografando--e50860,"gli scatti, Ringraziamenti, clip per iphone e android","I nostri album sono interamente realizzati presso il nostro studio , con due album per i genitori, una galleria web",yes,?
Chiara Photoart,4.6,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/chiara-photoart--e53350,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione","Il servizio fotografico può comprendere dalla semplice consegna degli scatti elaborati su DVD in altarisoluzione, al pacchetto completo di album sposi, mini album genitori e custodia abbinata",yes,?
Francesco Bonarrigo,5.0,,?,no,1300€,https://www.matrimonio.com/fotografo-matrimonio/francesco-bonarrigo--e82198,"risoluzione, blu-ray o DVD con tutti gli scatti","Il pacchetto base comprende l'intervento di due fotografi professionisti dai preparativi ai balli,consegna di tutte le foto  su chiavetta USB in cristallo, e servizio fotografico prematrimoniale",yes,?
Anna Ascione,?,,?,no,650€-1000€,https://www.matrimonio.com/fotografo-matrimonio/anna-ascione--e83950,"Foto, album, mini album, album digitali, fotografie in alta risoluzione, negativi","Include: servizio fotografico fino al taglio della torta,foto album digitali,oppure foto tradizionali conprovini, stampe ( in genere almeno 80 20x30) album e montaggio",yes,?
Virginia Cornici Fotografa,4.9,,?,no,500€-1650€,https://www.matrimonio.com/fotografo-matrimonio/virginia-cornici-fotografa--e105196,"tutti gli scatti, Servizi fotografici newborn maternità bambini e famiglie",Servizio Fotografico con stampe per album o album libro,yes,?
Mauro Di Schiavi - Wedding Reportage,4.4,,?,no,600€-2500€,https://www.matrimonio.com/fotografo-matrimonio/mauro-di-schiavi-wedding-reportage--e108011,blu-ray o DVD con tutti gli scatti,"L'offerta viene personalizzata sulla base delle esigenze degli sposi. Il prezzo finale è determinatodalla scelta dei servizi, dalla tipologia e dal numero di album",yes,?
Sara Busiol Fotografa,5.0,,?,no,1100€,https://www.matrimonio.com/fotografo-matrimonio/sara-busiol-fotografa--e113272,cabina fotografica,"Postproduzione, chiavetta usb con le immagini, foto in alta risoluzione, foto per web, possibilità di secondo fotografo",yes,?
Foto Mesini,5.0,,?,no,990€-3000€,https://www.matrimonio.com/fotografo-matrimonio/foto-mesini--e116910,DVD con tutti gli scatti,"SEMPRE INCLUSO:  reportage fotografico 2 fotografi , scatti illimitati, copertura evento dai preparativia fine ricevimento, servizio di post-produzione , provinatura , files in alta risoluzione",yes,?
Newsphotos Servizi Fotografici,?,,?,no,500€,https://www.matrimonio.com/fotografo-matrimonio/newsphotos-servizi-fotografici--e118990,Foto,Foto per tutta la durata dell'evento,yes,?
Giulia Dudnik Fotografo,?,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/giulia-dudnik-fotografo--e119145,Foto,,?,?
Enrico Pezzaldi,5.0,,?,no,800€-2100€,https://www.matrimonio.com/fotografo-matrimonio/enrico-pezzaldi--e119207,"blu-ray o DVD con tutti gli scatti, Foto, Prematrimonio/Engagement, Postmatrimonio, Album, Mini Album, Album Digitali, Fotografie in alta risoluzione, USB o DVD con tutti gli scatti, Thankyou Card, Galleria Web","Le foto consegnate su chiavetta USB  ed accuratamente elaborate dopo la cerimonia garantite 500, 30stampe 10x15, uno Slideshow. E l'album? Con le foto in vostro possesso potrete scegliere dopo",yes,?
Photovarese,5.0,,?,no,350€-1000€,https://www.matrimonio.com/fotografo-matrimonio/photovarese--e119867,"Foto, video, album, album digitali, fotografie in alta risoluzione, negativi, blu-ray o DVD con tutti gli scatti","Più di 600 foto su DVD e eventuale lavorazione, esclusi album da concordare",yes,?
Michela Rezzonico,4.8,,?,no,1200€-2300€,https://www.matrimonio.com/fotografo-matrimonio/michela-rezzonico--e121540,blu-ray o DVD con tutti gli scatti,"Si può avere il servizio solo foto, oppure con album a libro o tradizionale",yes,?
Una zebra a pois di Monica Sapio,5.0,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/una-zebra-a-pois-di-monica-sapio--e122166,"risoluzione, Monica offre altri servizi fotografici:  ritratti  foto stil life  progetti personali   Una zebra a pois copre inoltre servizi di  wedding planner  allestimenti    noleggio di sedie e passatoie e palchi",Servizio completo fino al taglio della torta,yes,?
Samanta Tamborini,5.0,,?,no,1800€,https://www.matrimonio.com/fotografo-matrimonio/samanta-tamborini--e123266,"blu-ray o DVD con tutti gli scatti, cabina fotografica",Servizio fotografico dai preparativi della sposa al taglio della torta. sarò affiancata da un altrofotografo professionista per tutta la durata del servizio,yes,?
Pino Tellarini Fotografo,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/pino-tellarini-fotografo--e124735,"con tutti gli scatti, altri",Servizio fotografico dell'evento a 360° con album,yes,?
Studio Foto Barbara,5.0,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/studio-foto-barbara--e127862,"risoluzione, blu-ray o DVD con tutti gli scatti","Il pacchetto comprende: servizio fotografico (in promo per il 2015 con due fotografi), fotolibro ""primobook"" di Graphistudio con 100 foto. Eventuali modifiche o aggiunte da concordare in studio",yes,?
Olga Linina Photography,?,,?,no,2000€,https://www.matrimonio.com/fotografo-matrimonio/olga-linina-photography--e129048,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti",,yes,?
Andrea Corbo,?,,?,no,400€-1500€,https://www.matrimonio.com/fotografo-matrimonio/andrea-corbo--e130289,"risoluzione, blu-ray o DVD con tutti gli scatti","Scatti illimitati consegnati su DVD inerenti la preparazione degli sposi, la cerimonia ed il ricevimento.Realizzazione di foto-album",yes,?
Gaetano Adragna Fotografo,?,,?,no,1400€-3500€,https://www.matrimonio.com/fotografo-matrimonio/gaetano-adragna-fotografo--e131596,"risoluzione, blu-ray o DVD con tutti gli scatti","Due Fotografi a disposizione per tutta la durata della cerimonia, dalla preparazione degli sposi altaglio della torta.  Album professionale scelto dagli sposi da catalogo.  2 mini album per genitori",yes,?
R&P Foto,4.2,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/r&p-foto--e133755,,,?,?
Wedding Photography,?,,?,no,500€-600€,https://www.matrimonio.com/fotografo-matrimonio/wedding-photography--e134609,,1000-1500 foto a tutti gli eventi recepite in DVD. Photo Album 24 pagine,no,?
Photodigital Studio Sposi,4.8,,?,no,500€-1190€,https://www.matrimonio.com/fotografo-matrimonio/photodigital-studio-sposi--e135615,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",- 1 fotografo a disposizione per tutto il giorno  - 1 album fotografico   - 2 album con 60 foto   - 1 DVDin alta risoluzione con tutti gli scatti,yes,?
Thecablookfotolab,?,,?,no,1900€-4900€,https://www.matrimonio.com/fotografo-matrimonio/thecablookfotolab--e135786,blu-ray o DVD con tutti gli scatti,Pachetto completo include:  Tutto il giorno fi foto  Circa 300 foto finali (minimo) con post production ecorrezioni di colori professionali   Scatola di legno fatta a mano con USB e foto stampate,yes,?
Nicola Bio Fotografia,?,,?,no,500€-5000€,https://www.matrimonio.com/fotografo-matrimonio/nicola-bio-fotografia--e137363,blu-ray o DVD con tutti gli scatti,"Dalle sole foto su DVD in alta risoluzione, all'album digitale contenente le foto prematrimoniali ematrimoniali, album per i genitori e mini album per i testimoni e amici",yes,?
Cine Foto Poker,?,,?,no,600€-1400€,https://www.matrimonio.com/fotografo-matrimonio/cine-foto-poker--e137971,"Video, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","Uscita di due fotografi per 10/11 ore, fotolibro di varie dimensioni, dvd con tutte le immagini scattatein alta risoluzione,  a richiesta Video con quattro dvd",yes,?
Eventualmente Insieme,4.9,,?,no,950€-1950€,https://www.matrimonio.com/fotografo-matrimonio/eventualmente-insieme--e138562,blu-ray o DVD con tutti gli scatti,,?,?
Stefania Pifferi Photographer,?,,?,no,1700€-3300€,https://www.matrimonio.com/fotografo-matrimonio/stefania-pifferi-photographer--e139352,blu-ray o DVD con tutti gli scatti,"Il pack può includere il wedding album, gli album dei genitori, una chiavetta USB con tutti gli scattirealizzati in risoluzione originale",yes,?
Luca Pietro Santi Fotografo,5.0,,?,no,700€-1500€,https://www.matrimonio.com/fotografo-matrimonio/luca-pietro-santi-fotografo--e139535,"Foto, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione",Album albereti genitori e dvd alta risoluzione,yes,?
Da &Ta Comunications,5.0,,?,no,950€,https://www.matrimonio.com/fotografo-matrimonio/da-&ta-comunications--e140163,"risoluzione, blu-ray o DVD con tutti gli scatti",A partire da 950€ saranno a disposizione due fotografi  per l'intero evento...perchè uno non può faretutto!  album Fotografico tradizionale 30x30 con 80 stampe Se desiderate di più... lo facciamo,yes,?
Oleandro Wedding,4.8,,?,no,800€-2000€,https://www.matrimonio.com/fotografo-matrimonio/oleandro-wedding--e140173,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica, Servizi in studio : Maternity - New Born","Il pacchetto di matrimonio può essere solo foto (consegna delle foto su DVD),  foto + album ( consegnadelle foto e confezionamento album)  foto+ video+ album",yes,?
Motel Vista Studio,4.9,,?,no,900€-3200€,https://www.matrimonio.com/fotografo-matrimonio/motel-vista-studio--e140628,"gli scatti, photocall, cabina fotografica","Il basic pack comprende il servizio fotografico con scatti illimitati, consegnati poi su DVD, con unaselezione sistemata in Photoshop. Tutti gli extra foto e video sono da aggiungere",yes,?
Silvia Mercoli Photo Studio,?,,?,no,1000€-3000€,https://www.matrimonio.com/fotografo-matrimonio/silvia-mercoli-photo-studio--e141044,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","Servizio Fotografico, Provinatura a bassa risoluzione su cd degli scatti, Album digitale con 2 albumini per i genitori",yes,?
Luca Paudice,5.0,,?,no,700€-4000€,https://www.matrimonio.com/fotografo-matrimonio/luca-paudice--e141307,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","Servizio fotografico svolto da due fotografi, un album per gli sposi ed un kit per i genitori tuttipersonalizzabili da 30 ad un massimo di 80 pagine",yes,?
Foto Genny di Mezzena Eva,?,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/foto-genny-di-mezzena-eva--e142768,,,?,?
Murdolo Foto,4.3,,?,no,300€,https://www.matrimonio.com/fotografo-matrimonio/murdolo-foto--e144809,,,?,?
Mi Sposo Domani,?,,?,no,800€-3000€,https://www.matrimonio.com/fotografo-matrimonio/mi-sposo-domani--e145704,"risoluzione, blu-ray o DVD con tutti gli scatti, altri","Fotografo e assistente dalla preparazione al taglio della torta/balli finali.  Web gallery privata, photoalbum, consegna su DVD di tutte le foto scattate nella giornata.  Spostamento entro 50km",yes,?
Tiziano Ballabio Photographer,5.0,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/tiziano-ballabio-photographer--e146933,"Foto, video, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione","- Tutti gli scatti postprodotti  per ulteriori dettagli, viene fissato appuntamento",yes,?
SCS studio fotografico,5.0,,?,no,750€,https://www.matrimonio.com/fotografo-matrimonio/scs-studio-fotografico--e149064,"risoluzione, blu-ray o DVD con tutti gli scatti",Album digitale max 60 scatti e dvd contenete gli scatti effettuati,yes,?
Lorenzo Studio,?,,?,no,900€-1500€,https://www.matrimonio.com/fotografo-matrimonio/lorenzo-studio--e149907,blu-ray o DVD con tutti gli scatti,"Tutta la giornata senza limiti di orario, la consegna di tutte le foto ritoccate in alta risoluzione",yes,?
Cristiano Giglioli Fotografo,?,,?,no,1480€,https://www.matrimonio.com/fotografo-matrimonio/cristiano-giglioli-fotografo--e151797,"Foto, prematrimonio, mini album, album digitali, fotografie in alta risoluzione, altri","Il servizio comprende: servizio fotografico tutto il giorno, preparativi, cerimonia e festa. Albumfotografico formato 30x30 oppure 30x45 per un massimo di 70 foto. Varie possibilità e soluzioni",yes,?
Fotoflou,4.8,,?,no,700€-3500€,https://www.matrimonio.com/fotografo-matrimonio/fotoflou--e152799,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, altri",Il servizio fotografico e video è completamente personalizzabile,yes,?
Il Fotografo di Famiglia,5.0,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/il-fotografo-di-famiglia--e153444,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, altri",Servizio fotografico in puro stile reportage. Uno o due fotografi vi seguiranno per raccontare il vostrogiorno più bello dall' inizio alla fine,yes,?
F-Foto Digital Life,5.0,,?,no,950€-3000€,https://www.matrimonio.com/fotografo-matrimonio/f-foto-digital-life--e153720,"risoluzione, blu-ray o DVD con tutti gli scatti",Foto digitali alta qualità  Album made in italy fatti su misura per il cliente  Video full hd  E molto altro,yes,?
Petite Photo,5.0,,?,no,500€-2000€,https://www.matrimonio.com/fotografo-matrimonio/petite-photo--e153966,"Foto, video, postmatrimonio, album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",Riprese fotografiche con team di professionisti  Post produzione  Album sposi  Book amici  Dvd immagini,yes,?
Matteo Cozzi,?,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/matteo-cozzi--e154323,,,?,?
Fotol@b Alberto di Macchi Alberto,?,,?,no,700€,https://www.matrimonio.com/fotografo-matrimonio/fotol@b-alberto-di-macchi-alberto--e155587,"risoluzione, blu-ray o DVD con tutti gli scatti, cabina fotografica","Servizio fotografico, DVD con tutte le foto ad alta risoluzione, album, mini-album",yes,?
Francesca Sandoli Fotografie,5.0,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/francesca-sandoli-fotografie--e156905,tutti gli scatti,Da definire con gli sposi,yes,?
Roberto Magli,?,,?,no,400€-2000€,https://www.matrimonio.com/fotografo-matrimonio/roberto-magli--e157326,tutti gli scatti,"Report della giornata, sviluppo fotografie in alta ed in bassa risoluzione, impaginazione album fotografici",yes,?
Photo Rouge,?,,?,no,900€-3000€,https://www.matrimonio.com/fotografo-matrimonio/photo-rouge--e157428,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, Stampa in tempo reale dei ritratti realizzati durante il photocall con luci da studio, per lasciare un ricordo indimenticabile ai vostri ospiti!","Prezzo variabile a seconda del budget e delle esigenze del Cliente.  Dal servizio da solo o conassistente, photocall con luci da studio professionali con stampa in tempo reale, fotoalbum, video",yes,?
Sara Aresu Smart Photography,5.0,,?,no,600€-1500€,https://www.matrimonio.com/fotografo-matrimonio/sara-aresu-smart-photography--e157614,"blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica","Prezzo del pacchetto base: servizio fotografico durante il rito/cerimonia e il ricevimento,post-produzione degli scatti selezionati. Consegna in formato digitale ad alta risoluzione su chiavetta usb",yes,?
PhotYomo,5.0,,?,no,900€,https://www.matrimonio.com/fotografo-matrimonio/photyomo--e158896,con tutti gli scatti,Il pacchetto include lo sviluppo di tutte le fotografie buone (di solito sopra i 300 scatti),yes,?
Alessandro Ballini,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/alessandro-ballini--e159050,"risoluzione, blu-ray o DVD con tutti gli scatti",Incontro conoscitivo   Pianificazione  Reralizzazione del servizio  Prima selezione e post produzionebasica  Selezione per album con gli sposi  PostProduzione accurata degli scatti scelti  Scelta album,yes,?
FotoFactory,4.0,,?,no,700€,https://www.matrimonio.com/fotografo-matrimonio/fotofactory--e159515,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, cabina fotografica","Il ""pack matrimonio"" include tutto ciò che riguarda il giorno dell'evento ed eventualmente ,a richiesta,i giorni precedenti.  Scelta tra album classici e fotoalbum di design, mini album, photobox",yes,?
Costantino Ilenia Photographer,5.0,,?,no,1000€-1700€,https://www.matrimonio.com/fotografo-matrimonio/costantino-ilenia-photographer--e159983,"Foto, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione, negativi, photocall","Il pacchetto base prevede foto per l'intera giornata(festa compresa)e foto in posa se richieste, consegnadi tutte le foto. Fino al pacchetto Deluxe con consegna di 1 fotolibro più pack genitori",yes,?
Nice Shot Art,5.0,,?,no,600€-2200€,https://www.matrimonio.com/fotografo-matrimonio/nice-shot-art--e160346,"risoluzione, blu-ray o DVD con tutti gli scatti","Si parte da una base che comprende 5 ore di presenza in servizio (per coppie che vogliono il minimoindispensabile), lavorazione e consegna degli scatti lavorati su supporto DVD ed omaggio",yes,?
Foto Emozioni Boggioni,?,,?,no,800€-2000€,https://www.matrimonio.com/fotografo-matrimonio/foto-emozioni-boggioni--e160533,"Foto, prematrimonio, album, mini album, album digitali, blu-ray o DVD con tutti gli scatti","Servizio prematrimoniale, matrimoniale e preparazione album",yes,?
Federico Galimberti Photographer,?,,?,no,1700€-2500€,https://www.matrimonio.com/fotografo-matrimonio/federico-galimberti-photographer--e161442,"Foto, prematrimonio, album, mini album, album digitali, fotografie in alta risoluzione, altri",Team di due fotografi -   Tutta la giornata del matrimonio -   Coppia di fotolibri per le famiglie -Album di qualità per gli sposi -   Tutte le foto sviluppate in formato digitale,yes,?
FotoVideoStyle,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/fotovideostyle--e161836,"Foto, video, prematrimonio, album, mini album, album digitali, blu-ray o DVD con tutti gli scatti",In funzione della fascia di prezzo da stabilire con gli sposi,yes,?
Cristina Dei Poli Servizi Digitali,?,,?,no,790€,https://www.matrimonio.com/fotografo-matrimonio/cristina-dei-poli-servizi-digitali--e164958,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, altri",Servizio digitale con scatti illimitati  DVD con tutti gli scatti  Trasferta,yes,?
Gianni Fotostudio,4.5,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/gianni-fotostudio--e166015,"DVD con tutti gli scatti, altri",,yes,?
LC Photo,5.0,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/lc-photo--e166077,"risoluzione, blu-ray o DVD con tutti gli scatti",Album sposi e 4 albumini,yes,?
Pierangelo Mizzotti,5.0,,?,no,650€,https://www.matrimonio.com/fotografo-matrimonio/pierangelo-mizzotti--e167147,"gli scatti, altri",Scatti illimitati elaborati in Photoshop in alta definizione   Tutte le foto della giornata  Un montaggioslide show dei momenti piu belli con musica e effetti: durata dai 5 ai 10 min  Un foto-libro,yes,?
Scatto Matto Photo & Video,?,,?,no,650€-1100€,https://www.matrimonio.com/fotografo-matrimonio/scatto-matto-photo-&-video--e169107,"Foto, video, prematrimonio, postmatrimonio, album, album digitali, fotografie in alta risoluzione","Il nostro servizio include: un servizio fotografico che inizia dalla vestizione degli sposi alla finedella cerimonia, creando un reportage per non dimenticare la vostra bellissima giornata",yes,?
Diadem Foto,?,,?,no,800€-2400€,https://www.matrimonio.com/fotografo-matrimonio/diadem-foto--e169250,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, altri","Pacchetti diversi, fotografo, post produzione foto, fotolisi. Video montato",yes,?
Elisa Speroni Photography,4.9,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/elisa-speroni-photography--e169342,"blu-ray o DVD con tutti gli scatti, photocall, altri","Concordo e personalizzo ogni matrimonio, i pacchetti standard non tengono mai conto delle reali esigenze degli sposi",yes,?
Il Fotografo a Casa,?,,?,no,350€,https://www.matrimonio.com/fotografo-matrimonio/il-fotografo-a-casa--e169454,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti, altri","Il pack Matrimonio viene composto secondo l'esigenze, può contenere Album Sposi + Genitori, Negativisempre, Foto in video omaggio",yes,?
Claudia Ronchi Wedding Photography,?,,?,no,700€,https://www.matrimonio.com/fotografo-matrimonio/claudia-ronchi-wedding-photography--e170019,"risoluzione, blu-ray o DVD con tutti gli scatti, Servizio Polaroid  Photobooth  Cofanetti ricordo  Tele arredo  Stampe su legno","Scelta tra pacchetti (personalizzabili).  Chiedi un appuntamento senza impegno!  - Servizioprematrimoniale, matrimoniale, postmatrimoniale   - Album  - Stampe  - CD, chiavette  - Altro",yes,?
Simona Geo,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/simona-geo--e170121,"Foto, prematrimonio, postmatrimonio, album, fotografie in alta risoluzione","Preparativi sposa,sposo, Cerimonia (in chiesa o civile) Reportage durante la ristorazione  Serviziofotografici agli sposi (il luogo verrà scelto con noi in base alle richieste degli sposi",no,?
Simone Colombo Wedding Photography,5.0,,?,no,1200€-3000€,https://www.matrimonio.com/fotografo-matrimonio/simone-colombo-wedding-photography--e170975,"risoluzione, negativi, cabina fotografica","Selezione e post-produzione delle migliori foto [≃500]  Cofanetto artigianale contenente ≃60 stampe(13x9cm)  Chiavetta usb con tutte le foto realizzate [≃2000]  Galleria web, protetta da password",yes,?
Fabio & Claudia Photo,?,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/fabio-&-claudia-photo--e171097,"risoluzione, blu-ray o DVD con tutti gli scatti","Il pack matrimonio include sempre il doppio fotografo (a richiesta anche il video in FullHD a 50 fps), ilservizio senza limiti di tempo e la postproduzione completa",yes,?
Acquaviva Photography,5.0,,?,no,450€,https://www.matrimonio.com/fotografo-matrimonio/acquaviva-photography--e172229,"Foto, prematrimonio, album, fotografie in alta risoluzione","Appuntamento conoscitivo, servizio fotografico, post produzione",yes,?
Davide Sangaletti,?,,?,no,350€-600€,https://www.matrimonio.com/fotografo-matrimonio/davide-sangaletti--e177310,"Foto, album, fotografie in alta risoluzione, cabina fotografica","- Servizio fotografico per l'intera giornata, dalla preparazione degli sposi fino al loro ritorno a casa;- Consegna di tutte le foto post prodotte e in alta risoluzione",yes,?
SS Photographer di Susanna Spina,?,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/ss-photographer-di-susanna-spina--e178914,,,?,?
Wedlovestory,5.0,,?,no,1200€,https://www.matrimonio.com/fotografo-matrimonio/wedlovestory--e183644,"Foto, video, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti","Servizio fotografico con due fotografi, più consegna degli scatti elaborati su supporto digitale ad altarisoluzione.  Stampa album di varie tipologie",yes,?
Elenamaestrofoto,5.0,,?,no,990€,https://www.matrimonio.com/fotografo-matrimonio/elenamaestrofoto--e183928,blu-ray o DVD con tutti gli scatti,"Fotoservizio: la preparazione (o la sposa, o lo sposo, o entrambi se vivono vicino), la chiesa, ilristorante. La consegna delle foto in digitale, postprodotte, in jpg 500 foto. Il fotoalbum è a parte",yes,?
Andrea Ravagnani - Fotografia e Postproduzione,?,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/andrea-ravagnani-fotografia-e-postproduzione--e185398,"cresime, family portrait, business portrait e tanto altro","Sviluppo, postproduzione e consegna su DVD delle 100 foto scelte dagli sposi  A richiesta realizzazionealbum con costo supplementare",yes,?
PhotoReset,4.9,,?,no,850€,https://www.matrimonio.com/fotografo-matrimonio/photoreset--e187402,"gli scatti, Pendrive contenente scatti, pendrive contenente video",2 fotografi  1 videomaker  Album basic  Album digitale  Pannello fotografico HD  Video racconto della giornata,yes,?
Benedetta Ceddia,5.0,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/benedetta-ceddia--e187776,"Foto, video, prematrimonio, postmatrimonio, album, album digitali",Servizio fotografico completo (casa/chiesa/ricevimento).  Condivisione online privata delle foto,yes,?
Massimo Pandullo,?,,?,no,600€,https://www.matrimonio.com/fotografo-matrimonio/massimo-pandullo--e188020,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica, altri","In base alla necessità della coppia abbiamo diversi pacchetti per tutti i gusti e prezzi, per rendere ilrisultato il più personalizzato possibile",yes,?
Davide Morello Photography,?,,?,no,?,https://www.matrimonio.com/fotografo-matrimonio/davide-morello-photography--e188952,"Foto, prematrimonio, postmatrimonio, album, mini album, album digitali, fotografie in alta risoluzione",,yes,?
Foto Studio Fantasy,?,,?,no,400€,https://www.matrimonio.com/fotografo-matrimonio/foto-studio-fantasy--e189418,"Foto, video, album, album digitali, fotografie in alta risoluzione","Il prezzo minimo 400,00 prevede servizio 1 fotografo entro 8 ore  editing e postproduzione  Il prezzocomprensivo di album libro digitale o tradizionale va da 800 a 1400",yes,?
Angoli Fotografici,5.0,,?,no,800€-2000€,https://www.matrimonio.com/fotografo-matrimonio/angoli-fotografici--e190240,blu-ray o DVD con tutti gli scatti,"Copertura oraria totale: dalla preparazione degli sposi fino alla fine del ricevimento, senza limiti diorario ne numero massimo di foto  Servizi personalizzabili in base alle richieste e necessità",yes,?
La Camera Chiara - Servizi Fotografici,?,,?,no,1000€,https://www.matrimonio.com/fotografo-matrimonio/la-camera-chiara-servizi-fotografici--e193040,"Foto, video, prematrimonio, album, mini album, fotografie in alta risoluzione","Foto, video, pre-matrimonio, album, mini album, album digitali, fotografie in alta risoluzione, sessione polaroid",yes,?
Triluce,5.0,,?,no,900€-2000€,https://www.matrimonio.com/fotografo-matrimonio/triluce--e194132,"risoluzione, blu-ray o DVD con tutti gli scatti, photocall, cabina fotografica","Servizio fotografico,   Provinatura stampata per gli sposi,   Album libro con copertina a scelta deglisposi,   Dvd con tutte le immagini ad alta definizione,   Due mini album per i genitori",yes,?
Koledstudio,?,,?,no,850€,https://www.matrimonio.com/fotografo-matrimonio/koledstudio--e196882,"Foto, album, mini album, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",Due fotografi disponibili dalla preparazione degli sposi al taglio della torta. Selezione epostproduzione. Consegna degli scatti su supporto digitale. Impaginazione e stampa album a parte,yes,?
Honey Films,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/honey-films--e198422,"risoluzione, negativi, blu-ray o DVD con tutti gli scatti","I nostri servizi includono video e fotografie, e tutte le loro possibili declinazioni. Insieme capiremoquello che va meglio per voi",yes,?
Lorenzo Braghieri,?,,?,no,800€,https://www.matrimonio.com/fotografo-matrimonio/lorenzo-braghieri--e199676,"Foto, prematrimonio, postmatrimonio, album digitali, fotografie in alta risoluzione, blu-ray o DVD con tutti gli scatti",,no,?
Studio Frau Fotografia,5.0,,?,no,900€-2300€,https://www.matrimonio.com/fotografo-matrimonio/studio-frau-fotografia--e204334,"risoluzione, blu-ray o DVD con tutti gli scatti, altri","Servizio fotografico completo di stampe professionali a colore e in bianco e nero  su carta fotograficadi alta qualità con album o fotolibro professionale, slideshow,quadro alu-diamond da 3 mm",yes,?
